raw_allocation_id,source_file,pdf_page,budget_book_page,fiscal_year,account_code,account_name,kan_code,kan_name,kou_code,kou_name,moku_code,moku_name,setsu_code,setsu_name,saisetsu_code,pdf_revenue_detail_name,pdf_department_name,pdf_revenue_amount_thousand_yen,allocation_sequence,pdf_target_program_name,target_budget_book_page,raw_text,parse_status,parse_note
ra_2026_general_053_004,r8tousyoyosanallpage.pdf,53,44,2026,general,一般会計,12,使用料及手数料,01,使用料,01,総務使用料,02,区民センター,02,太子堂区民センター,世田谷総合支所,6355,1,太子堂区民センター維持運営,333,"2 太子堂区民センター(世田谷総合支所) 6,355
充当事業:太子堂区民センター維持運営・P333",parsed,
ra_2026_general_053_005,r8tousyoyosanallpage.pdf,53,44,2026,general,一般会計,12,使用料及手数料,01,使用料,01,総務使用料,02,区民センター,03,弦巻区民センター,世田谷総合支所,8761,1,弦巻区民センター維持運営,333,"3 弦巻区民センター(世田谷総合支所) 8,761
充当事業:弦巻区民センター維持運営・P333",parsed,
ra_2026_general_053_006,r8tousyoyosanallpage.pdf,53,44,2026,general,一般会計,12,使用料及手数料,01,使用料,01,総務使用料,02,区民センター,04,宮坂区民センター,世田谷総合支所,15334,1,宮坂区民センター維持運営,333,"4 宮坂区民センター(世田谷総合支所) 15,334
充当事業:宮坂区民センター維持運営・P333",parsed,
ra_2026_general_053_007,r8tousyoyosanallpage.pdf,53,44,2026,general,一般会計,12,使用料及手数料,01,使用料,01,総務使用料,02,区民センター,05,代田区民センター,北沢総合支所,6387,1,代田区民センター維持運営,335,"5 代田区民センター(北沢総合支所) 6,387
充当事業:代田区民センター維持運営・P335",parsed,
ra_2026_general_053_008,r8tousyoyosanallpage.pdf,53,44,2026,general,一般会計,12,使用料及手数料,01,使用料,01,総務使用料,02,区民センター,06,深沢区民センター,玉川総合支所,3750,1,玉川地域区民センター維持運営,335,"6 深沢区民センター(玉川総合支所) 3,750
充当事業:玉川地域区民センター維持運営・P335",parsed,
ra_2026_general_053_009,r8tousyoyosanallpage.pdf,53,44,2026,general,一般会計,12,使用料及手数料,01,使用料,01,総務使用料,02,区民センター,07,奥沢区民センター,玉川総合支所,2110,1,玉川地域区民センター維持運営,335,"7 奥沢区民センター(玉川総合支所) 2,110
充当事業:玉川地域区民センター維持運営・P335",parsed,
ra_2026_general_053_010,r8tousyoyosanallpage.pdf,53,44,2026,general,一般会計,12,使用料及手数料,01,使用料,01,総務使用料,02,区民センター,08,玉川台区民センター,玉川総合支所,4920,1,玉川地域区民センター維持運営,335,"8 玉川台区民センター(玉川総合支所) 4,920
充当事業:玉川地域区民センター維持運営・P335",parsed,
ra_2026_general_053_011,r8tousyoyosanallpage.pdf,53,44,2026,general,一般会計,12,使用料及手数料,01,使用料,01,総務使用料,02,区民センター,09,上北沢区民センター,烏山総合支所,3530,1,上北沢区民センター維持運営,335,"9 上北沢区民センター(烏山総合支所) 3,530
充当事業:上北沢区民センター維持運営・P335",parsed,
ra_2026_general_053_012,r8tousyoyosanallpage.pdf,53,44,2026,general,一般会計,12,使用料及手数料,01,使用料,01,総務使用料,02,区民センター,10,粕谷区民センター,烏山総合支所,4731,1,粕谷区民センター維持運営,335,"10 粕谷区民センター(烏山総合支所) 4,731
充当事業:粕谷区民センター維持運営・P335",parsed,
ra_2026_general_053_013,r8tousyoyosanallpage.pdf,53,44,2026,general,一般会計,12,使用料及手数料,01,使用料,01,総務使用料,02,区民センター,11,鎌田区民センター,砧総合支所,5810,1,鎌田区民センター維持運営,335,"11 鎌田区民センター(砧総合支所) 5,810
充当事業:鎌田区民センター維持運営・P335",parsed,
ra_2026_general_053_014,r8tousyoyosanallpage.pdf,53,44,2026,general,一般会計,12,使用料及手数料,01,使用料,01,総務使用料,02,区民センター,12,桜丘区民センター,世田谷総合支所,10273,1,桜丘区民センター維持運営,333,"12 桜丘区民センター(世田谷総合支所) 10,273
充当事業:桜丘区民センター維持運営・P333",parsed,
ra_2026_general_053_015,r8tousyoyosanallpage.pdf,53,44,2026,general,一般会計,12,使用料及手数料,01,使用料,01,総務使用料,03,食堂施設,06,上北沢区民センター,烏山総合支所,489,1,上北沢区民センター維持運営,335,"6 上北沢区民センター(烏山総合支所) 489
充当事業:上北沢区民センター維持運営・P335",parsed,
ra_2026_general_053_016,r8tousyoyosanallpage.pdf,53,44,2026,general,一般会計,12,使用料及手数料,01,使用料,01,総務使用料,03,食堂施設,08,宮坂区民センター,世田谷総合支所,435,1,宮坂区民センター維持運営,333,"8 宮坂区民センター(世田谷総合支所) 435
充当事業:宮坂区民センター維持運営・P333",parsed,
ra_2026_general_053_017,r8tousyoyosanallpage.pdf,53,44,2026,general,一般会計,12,使用料及手数料,01,使用料,01,総務使用料,05,総務施設,01,庁舎,庁舎整備担当部,3974,1,庁舎維持管理,317,"1 庁舎(庁舎整備担当部) 3,974
充当事業:庁舎維持管理・P317",parsed,
ra_2026_general_053_018,r8tousyoyosanallpage.pdf,53,44,2026,general,一般会計,12,使用料及手数料,01,使用料,01,総務使用料,05,総務施設,02,玉川総合支所,玉川総合支所,6222,1,玉川総合支所維持管理,331,"2 玉川総合支所(玉川総合支所) 6,222
充当事業:玉川総合支所維持管理・P331",parsed,
ra_2026_general_054_001,r8tousyoyosanallpage.pdf,54,101,2026,general,一般会計,12,使用料及手数料,01,使用料,01,総務使用料,05,総務施設,04,玉川地域出張所,玉川総合支所,44,1,玉川地域出張所維持運営,333,"4 玉川地域出張所(玉川総合支所) 44
充当事業:玉川地域出張所維持運営・P333",parsed,
ra_2026_general_054_002,r8tousyoyosanallpage.pdf,54,101,2026,general,一般会計,12,使用料及手数料,01,使用料,01,総務使用料,05,総務施設,05,砧地域出張所,砧総合支所,122,1,砧地域出張所維持運営,333,"5 砧地域出張所(砧総合支所) 122
充当事業:砧地域出張所維持運営・P333",parsed,
ra_2026_general_054_003,r8tousyoyosanallpage.pdf,54,101,2026,general,一般会計,12,使用料及手数料,01,使用料,01,総務使用料,05,総務施設,06,烏山区民センター,烏山総合支所,811,1,烏山区民会館・区民センター維持運営,335,"6 烏山区民センター(烏山総合支所) 811
充当事業:烏山区民会館・区民センター維持運営・P335",parsed,
ra_2026_general_054_004,r8tousyoyosanallpage.pdf,54,101,2026,general,一般会計,12,使用料及手数料,01,使用料,01,総務使用料,05,総務施設,12,砧地域地区会館,砧総合支所,44,1,砧地域地区会館維持運営,335,"12 砧地域地区会館(砧総合支所) 44
充当事業:砧地域地区会館維持運営・P335",parsed,
ra_2026_general_054_005,r8tousyoyosanallpage.pdf,54,101,2026,general,一般会計,12,使用料及手数料,01,使用料,01,総務使用料,05,総務施設,13,北沢地域出張所,北沢総合支所,50,1,北沢地域出張所維持運営,333,"13 北沢地域出張所(北沢総合支所) 50
充当事業:北沢地域出張所維持運営・P333",parsed,
ra_2026_general_054_006,r8tousyoyosanallpage.pdf,54,101,2026,general,一般会計,12,使用料及手数料,01,使用料,01,総務使用料,05,総務施設,14,桜丘区民センター,世田谷総合支所,58,1,桜丘区民センター維持運営,333,"14 桜丘区民センター(世田谷総合支所) 58
充当事業:桜丘区民センター維持運営・P333",parsed,
ra_2026_general_054_007,r8tousyoyosanallpage.pdf,54,101,2026,general,一般会計,12,使用料及手数料,01,使用料,01,総務使用料,05,総務施設,15,世田谷地域地区会館,世田谷総合支所,251,1,世田谷地域地区会館維持運営,333,"15 世田谷地域地区会館(世田谷総合支所) 251
充当事業:世田谷地域地区会館維持運営・P333",parsed,
ra_2026_general_054_008,r8tousyoyosanallpage.pdf,54,101,2026,general,一般会計,12,使用料及手数料,01,使用料,01,総務使用料,05,総務施設,17,烏山地域地区会館,烏山総合支所,151,1,烏山地域地区会館維持運営,335,"17 烏山地域地区会館(烏山総合支所) 151
充当事業:烏山地域地区会館維持運営・P335",parsed,
ra_2026_general_054_009,r8tousyoyosanallpage.pdf,54,101,2026,general,一般会計,12,使用料及手数料,01,使用料,01,総務使用料,05,総務施設,18,北沢タウンホール,北沢総合支所,5800,1,北沢総合支所維持管理,331,"18 北沢タウンホール(北沢総合支所) 5,800
充当事業:北沢総合支所維持管理・P331",parsed,
ra_2026_general_054_010,r8tousyoyosanallpage.pdf,54,101,2026,general,一般会計,12,使用料及手数料,01,使用料,01,総務使用料,05,総務施設,20,男女共同参画センター研修室,生活文化政策部,600,1,男女共同参画センター維持運営,329,"20 男女共同参画センター研修室(生活文化政策部) 600
充当事業:男女共同参画センター維持運営・P329",parsed,
ra_2026_general_054_011,r8tousyoyosanallpage.pdf,54,101,2026,general,一般会計,12,使用料及手数料,01,使用料,01,総務使用料,05,総務施設,34,粕谷区民センター,烏山総合支所,92,1,粕谷区民センター維持運営,335,"34 粕谷区民センター(烏山総合支所) 92
充当事業:粕谷区民センター維持運営・P335",parsed,
ra_2026_general_054_012,r8tousyoyosanallpage.pdf,54,101,2026,general,一般会計,12,使用料及手数料,01,使用料,01,総務使用料,05,総務施設,41,砧総合支所,砧総合支所,204,1,砧総合支所維持管理,331,"41 砧総合支所(砧総合支所) 204
充当事業:砧総合支所維持管理・P331",parsed,
ra_2026_general_054_013,r8tousyoyosanallpage.pdf,54,101,2026,general,一般会計,12,使用料及手数料,01,使用料,01,総務使用料,05,総務施設,43,区民健康村用地,生活文化政策部,213,1,区民健康村維持運営,339,"43 区民健康村用地(生活文化政策部) 213
充当事業:区民健康村維持運営・P339",parsed,
ra_2026_general_054_014,r8tousyoyosanallpage.pdf,54,101,2026,general,一般会計,12,使用料及手数料,01,使用料,01,総務使用料,05,総務施設,44,分庁舎,庁舎整備担当部,10,1,分庁舎維持管理,317,"44 分庁舎(庁舎整備担当部) 10
充当事業:分庁舎維持管理・P317",parsed,
ra_2026_general_054_015,r8tousyoyosanallpage.pdf,54,101,2026,general,一般会計,12,使用料及手数料,01,使用料,01,総務使用料,05,総務施設,47,大蔵第二運動公園運動施設,スポーツ推進部,1000,1,大蔵第二運動公園運動施設維持運営,341,"47 大蔵第二運動公園運動施設(スポーツ推進部) 1,000
充当事業:大蔵第二運動公園運動施設維持運営・P341",parsed,
ra_2026_general_054_016,r8tousyoyosanallpage.pdf,54,101,2026,general,一般会計,12,使用料及手数料,01,使用料,01,総務使用料,05,総務施設,48,弦巻区民センター,世田谷総合支所,587,1,弦巻区民センター維持運営,333,"48 弦巻区民センター(世田谷総合支所) 587
充当事業:弦巻区民センター維持運営・P333",parsed,
ra_2026_general_054_017,r8tousyoyosanallpage.pdf,54,101,2026,general,一般会計,12,使用料及手数料,01,使用料,01,総務使用料,05,総務施設,50,総合運動場,スポーツ推進部,440,1,総合運動場維持運営,341,"50 総合運動場(スポーツ推進部) 440
充当事業:総合運動場維持運営・P341",parsed,
ra_2026_general_054_018,r8tousyoyosanallpage.pdf,54,101,2026,general,一般会計,12,使用料及手数料,01,使用料,01,総務使用料,05,総務施設,51,千歳温水プール,スポーツ推進部,547,1,千歳温水プール維持運営,341,"51 千歳温水プール(スポーツ推進部) 547
充当事業:千歳温水プール維持運営・P341",parsed,
ra_2026_general_054_019,r8tousyoyosanallpage.pdf,54,101,2026,general,一般会計,12,使用料及手数料,01,使用料,01,総務使用料,05,総務施設,52,烏山総合支所,烏山総合支所,8,1,烏山総合支所維持管理,331,"52 烏山総合支所(烏山総合支所) 8
充当事業:烏山総合支所維持管理・P331",parsed,
ra_2026_general_054_020,r8tousyoyosanallpage.pdf,54,101,2026,general,一般会計,12,使用料及手数料,01,使用料,01,総務使用料,05,総務施設,54,上北沢区民センター,烏山総合支所,23,1,上北沢区民センター維持運営,335,"54 上北沢区民センター(烏山総合支所) 23
充当事業:上北沢区民センター維持運営・P335",parsed,
ra_2026_general_058_001,r8tousyoyosanallpage.pdf,58,109,2026,general,一般会計,12,使用料及手数料,01,使用料,,,,,,,,,1,がん検診,403,充当事業:がん検診・P403,needs_review,current_saisetsu_missing;current_setsu_missing;sample_gap_current_moku_missing
ra_2026_general_058_002,r8tousyoyosanallpage.pdf,58,109,2026,general,一般会計,12,使用料及手数料,01,使用料,,,,,32,健康者検便,世田谷保健所,329,1,感染症対策,407,"32 健康者検便(世田谷保健所) 329
充当事業:感染症対策・P407",needs_review,current_setsu_missing;sample_gap_current_moku_missing
ra_2026_general_058_003,r8tousyoyosanallpage.pdf,58,109,2026,general,一般会計,12,使用料及手数料,01,使用料,,,02,保健センター,03,健康増進,世田谷保健所,11510,1,保健センター事業運営,399,"3 健康増進(世田谷保健所) 11,510
充当事業:保健センター事業運営・P399",needs_review,sample_gap_current_moku_missing
ra_2026_general_058_004,r8tousyoyosanallpage.pdf,58,109,2026,general,一般会計,12,使用料及手数料,01,使用料,,,02,保健センター,06,胃がん検診,世田谷保健所,4053,1,がん検診,403,"6 胃がん検診(世田谷保健所) 4,053
充当事業:がん検診・P403",needs_review,sample_gap_current_moku_missing
ra_2026_general_058_005,r8tousyoyosanallpage.pdf,58,109,2026,general,一般会計,12,使用料及手数料,01,使用料,,,02,保健センター,07,乳がん検診,世田谷保健所,1444,1,がん検診,403,"7 乳がん検診(世田谷保健所) 1,444
充当事業:がん検診・P403",needs_review,sample_gap_current_moku_missing
ra_2026_general_058_006,r8tousyoyosanallpage.pdf,58,109,2026,general,一般会計,12,使用料及手数料,01,使用料,,,03,衛生施設,02,保健センター,保健福祉政策部,272,1,保健センター維持運営,399,"2 保健センター(保健福祉政策部) 272
充当事業:保健センター維持運営・P399",needs_review,sample_gap_current_moku_missing
ra_2026_general_058_007,r8tousyoyosanallpage.pdf,58,109,2026,general,一般会計,12,使用料及手数料,01,使用料,04,産業経済使用料,03,区民農園,01,区民農園,経済産業部,19565,1,区民農園維持運営,415,"1 区民農園(経済産業部) 19,565
充当事業:区民農園維持運営・P415",parsed,
ra_2026_general_058_008,r8tousyoyosanallpage.pdf,58,109,2026,general,一般会計,12,使用料及手数料,01,使用料,05,土木使用料,01,道路占用,25,電力関係,土木部,1297500,1,土木関係事務従事職員の人件費,471,"25 電力関係(土木部) 1,297,500
充当事業:土木関係事務従事職員の人件費・P471",parsed,
ra_2026_general_058_009,r8tousyoyosanallpage.pdf,58,109,2026,general,一般会計,12,使用料及手数料,01,使用料,05,土木使用料,01,道路占用,26,ガス関係,土木部,922900,1,道路側溝維持修繕(世田谷・北沢・烏山),423,"26 ガス関係(土木部) 922,900
充当事業:道路側溝維持修繕(世田谷・北沢・烏山)・P423",parsed,
ra_2026_general_058_010,r8tousyoyosanallpage.pdf,58,109,2026,general,一般会計,12,使用料及手数料,01,使用料,05,土木使用料,01,道路占用,26,ガス関係,土木部,,2,土木関係事務従事職員の人件費,471,"26 ガス関係(土木部) 922,900
充当事業:土木関係事務従事職員の人件費・P471",parsed,
ra_2026_general_058_011,r8tousyoyosanallpage.pdf,58,109,2026,general,一般会計,12,使用料及手数料,01,使用料,05,土木使用料,01,道路占用,28,電気通信関係,土木部,1101600,1,土木関係事務従事職員の人件費,471,"28 電気通信関係(土木部) 1,101,600
充当事業:土木関係事務従事職員の人件費・P471",parsed,
ra_2026_general_058_012,r8tousyoyosanallpage.pdf,58,109,2026,general,一般会計,12,使用料及手数料,01,使用料,05,土木使用料,01,道路占用,29,一般占用,土木部,425000,1,道路側溝維持修繕(世田谷・北沢・烏山),423,"29 一般占用(土木部) 425,000
充当事業:道路側溝維持修繕(世田谷・北沢・烏山)・P423",parsed,
ra_2026_general_058_013,r8tousyoyosanallpage.pdf,58,109,2026,general,一般会計,12,使用料及手数料,01,使用料,05,土木使用料,02,公共物占用,08,水路,土木部,19000,1,河川・水路維持管理(世田谷・北沢・烏山),429,"8 水路(土木部) 19,000
充当事業:河川・水路維持管理(世田谷・北沢・烏山)・P429",parsed,
ra_2026_general_058_014,r8tousyoyosanallpage.pdf,58,109,2026,general,一般会計,12,使用料及手数料,01,使用料,05,土木使用料,03,土木施設,01,自転車等駐車場,土木部,2904,1,自転車等駐車場等維持運営,425,"1 自転車等駐車場(土木部) 2,904
充当事業:自転車等駐車場等維持運営・P425",parsed,
ra_2026_general_058_015,r8tousyoyosanallpage.pdf,58,109,2026,general,一般会計,12,使用料及手数料,01,使用料,05,土木使用料,03,土木施設,06,公営住宅,都市整備政策部,247,1,公的住宅維持運営,437,"6 公営住宅(都市整備政策部) 247
充当事業:公的住宅維持運営・P437",parsed,
ra_2026_general_058_016,r8tousyoyosanallpage.pdf,58,109,2026,general,一般会計,12,使用料及手数料,01,使用料,05,土木使用料,03,土木施設,07,放置自転車等保管所,土木部,66,1,放置自転車対策,425,"7 放置自転車等保管所(土木部) 66
充当事業:放置自転車対策・P425",parsed,
ra_2026_general_058_017,r8tousyoyosanallpage.pdf,58,109,2026,general,一般会計,12,使用料及手数料,01,使用料,05,土木使用料,03,土木施設,10,土木管理事務所(世田谷・北沢・烏山),土木部,23,1,土木施設維持管理(世田谷・北沢・烏山),419,"10 土木管理事務所(世田谷・北沢・烏山)(土木部) 23
充当事業:土木施設維持管理(世田谷・北沢・烏山)・P419",parsed,
ra_2026_general_058_018,r8tousyoyosanallpage.pdf,58,109,2026,general,一般会計,12,使用料及手数料,01,使用料,05,土木使用料,05,公園占用,03,公園常時占用,みどり33推進担当部,10571,1,公園・身近な広場維持運営,431,"3 公園常時占用(みどり33推進担当部) 10,571
充当事業:公園・身近な広場維持運営・P431",parsed,
ra_2026_general_058_019,r8tousyoyosanallpage.pdf,58,109,2026,general,一般会計,12,使用料及手数料,01,使用料,05,土木使用料,05,公園占用,04,公園一時占用,みどり33推進担当部,27666,1,公園・身近な広場維持運営,431,"4 公園一時占用(みどり33推進担当部) 27,666
充当事業:公園・身近な広場維持運営・P431",parsed,
ra_2026_general_058_020,r8tousyoyosanallpage.pdf,58,109,2026,general,一般会計,12,使用料及手数料,01,使用料,05,土木使用料,06,公園施設,01,ミニSL,みどり33推進担当部,5360,1,ミニSL管理運営,431,"1 ミニSL(みどり33推進担当部) 5,360
充当事業:ミニSL管理運営・P431",parsed,
ra_2026_national_health_insurance_291_001,r8tousyoyosanallpage.pdf,291,575,2026,national_health_insurance,国民健康保険事業会計,27,繰入金,01,一般会計繰入金,01,一般会計繰入金,01,その他一般会計繰入金,40,特定健康診査等事業費,保健福祉政策部,589768,1,特定健康診査等事業費,607,"40 特定健康診査等事業費(保健福祉政策部) 589,768
充当事業:特定健康診査等事業費・P607",parsed,
ra_2026_national_health_insurance_291_002,r8tousyoyosanallpage.pdf,291,575,2026,national_health_insurance,国民健康保険事業会計,27,繰入金,01,一般会計繰入金,01,一般会計繰入金,01,その他一般会計繰入金,42,医療給付費分(納付金),保健福祉政策部,768515,1,医療給付費分納付金,613,"42 医療給付費分(納付金)(保健福祉政策部) 768,515
充当事業:医療給付費分納付金・P613",parsed,
ra_2026_national_health_insurance_291_003,r8tousyoyosanallpage.pdf,291,575,2026,national_health_insurance,国民健康保険事業会計,27,繰入金,01,一般会計繰入金,01,一般会計繰入金,01,その他一般会計繰入金,44,後期高齢者支援金分(納付金),保健福祉政策部,416382,1,後期高齢者支援金等分納付金,615,"44 後期高齢者支援金分(納付金)(保健福祉政策部) 416,382
充当事業:後期高齢者支援金等分納付金・P615",parsed,
ra_2026_national_health_insurance_291_004,r8tousyoyosanallpage.pdf,291,575,2026,national_health_insurance,国民健康保険事業会計,27,繰入金,01,一般会計繰入金,01,一般会計繰入金,01,その他一般会計繰入金,46,介護納付金分(納付金),保健福祉政策部,230960,1,介護納付金分納付金,617,"46 介護納付金分(納付金)(保健福祉政策部) 230,960
充当事業:介護納付金分納付金・P617",parsed,
ra_2026_national_health_insurance_291_005,r8tousyoyosanallpage.pdf,291,575,2026,national_health_insurance,国民健康保険事業会計,27,繰入金,01,一般会計繰入金,01,一般会計繰入金,01,その他一般会計繰入金,47,保険料還付加算金,保健福祉政策部,950,1,保険料還付加算金,611,"47 保険料還付加算金(保健福祉政策部) 950
充当事業:保険料還付加算金・P611",parsed,
ra_2026_national_health_insurance_291_006,r8tousyoyosanallpage.pdf,291,575,2026,national_health_insurance,国民健康保険事業会計,27,繰入金,01,一般会計繰入金,01,一般会計繰入金,01,その他一般会計繰入金,49,予備費,保健福祉政策部,30000,1,予備費,621,"49 予備費(保健福祉政策部) 30,000
充当事業:予備費・P621",parsed,
ra_2026_national_health_insurance_291_007,r8tousyoyosanallpage.pdf,291,575,2026,national_health_insurance,国民健康保険事業会計,27,繰入金,01,一般会計繰入金,01,一般会計繰入金,01,その他一般会計繰入金,52,子ども・子育て支援金分(納付金),保健福祉政策部,23585,1,子ども・子育て支援金分納付金,619,"52 子ども・子育て支援金分(納付金)(保健福祉政策部) 23,585
充当事業:子ども・子育て支援金分納付金・P619",parsed,
ra_2026_national_health_insurance_291_008,r8tousyoyosanallpage.pdf,291,575,2026,national_health_insurance,国民健康保険事業会計,27,繰入金,01,一般会計繰入金,01,一般会計繰入金,04,職員給与費等繰入金,01,職員給与費,保健福祉政策部,839878,1,国民健康保険事業会計関係事務従事職員の人件費,609,"1 職員給与費(保健福祉政策部) 839,878
充当事業:国民健康保険事業会計関係事務従事職員の人件費・P609",parsed,
ra_2026_national_health_insurance_291_009,r8tousyoyosanallpage.pdf,291,575,2026,national_health_insurance,国民健康保険事業会計,27,繰入金,01,一般会計繰入金,01,一般会計繰入金,04,職員給与費等繰入金,01,職員給与費,保健福祉政策部,,2,国民健康保険事業会計関係職員の人件費,609,"1 職員給与費(保健福祉政策部) 839,878
充当事業:国民健康保険事業会計関係職員の人件費・P609",parsed,
ra_2026_national_health_insurance_291_010,r8tousyoyosanallpage.pdf,291,575,2026,national_health_insurance,国民健康保険事業会計,27,繰入金,01,一般会計繰入金,01,一般会計繰入金,04,職員給与費等繰入金,01,職員給与費,保健福祉政策部,,3,会計年度任用職員の人件費(保健福祉政策部),609,"1 職員給与費(保健福祉政策部) 839,878
充当事業:会計年度任用職員の人件費(保健福祉政策部)・P609",parsed,
