raw_section_id,fiscal_year,account_code,account_name,budget_side,kan_code,kan_name,kou_code,kou_name,moku_code,moku_name,setsu_code,setsu_name,amount_thousand_yen,budget_book_page,pdf_page,raw_text,parse_status,review_reason
2026_latter_stage_elderly_healthcare_expenditure_63_01_02_setsu_12_01,2026,latter_stage_elderly_healthcare,後期高齢者医療会計,expenditure,63,保健事業費,01,保健事業費,02,その他健康保持増進費,12,委託料,4642,673,340,"12 委託料 | 4,642",matched,
2026_long_term_care_insurance_expenditure_41_01_01_setsu_08_01,2026,long_term_care_insurance,介護保険事業会計,expenditure,41,総務費,01,総務管理費,01,一般管理費,08,旅費,300,751,379,08 旅費 | 300,matched,
2026_long_term_care_insurance_expenditure_41_01_01_setsu_10_01,2026,long_term_care_insurance,介護保険事業会計,expenditure,41,総務費,01,総務管理費,01,一般管理費,10,需用費,19558,751,379,"10 需用費 | 19,558",matched,
2026_long_term_care_insurance_expenditure_41_01_01_setsu_11_01,2026,long_term_care_insurance,介護保険事業会計,expenditure,41,総務費,01,総務管理費,01,一般管理費,11,役務費,63153,751,379,"11 役務費 | 63,153",matched,
2026_long_term_care_insurance_expenditure_41_01_01_setsu_12_01,2026,long_term_care_insurance,介護保険事業会計,expenditure,41,総務費,01,総務管理費,01,一般管理費,12,委託料,288932,751,379,"12 委託料 | 288,932",matched,
2026_long_term_care_insurance_expenditure_41_01_01_setsu_13_01,2026,long_term_care_insurance,介護保険事業会計,expenditure,41,総務費,01,総務管理費,01,一般管理費,13,使用料及賃借料,1809,751,379,"13 使用料及賃
借料 | 1,809",matched,
2026_long_term_care_insurance_expenditure_41_01_01_setsu_18_01,2026,long_term_care_insurance,介護保険事業会計,expenditure,41,総務費,01,総務管理費,01,一般管理費,18,負担金補助及交付金,411,751,379,"18 負担金補助
及交付金 | 411",matched,
2026_long_term_care_insurance_expenditure_49_02_01_setsu_01_01,2026,long_term_care_insurance,介護保険事業会計,expenditure,49,地域支援事業費,02,包括支援事業・任意事業費,01,包括的支援事業費,01,報酬,1925,785,396,"01 報酬 | 1,925",matched,
2026_long_term_care_insurance_expenditure_49_02_01_setsu_07_01,2026,long_term_care_insurance,介護保険事業会計,expenditure,49,地域支援事業費,02,包括支援事業・任意事業費,01,包括的支援事業費,07,報償費,1837,785,396,"07 報償費 | 1,837",matched,
2026_long_term_care_insurance_expenditure_49_02_01_setsu_10_01,2026,long_term_care_insurance,介護保険事業会計,expenditure,49,地域支援事業費,02,包括支援事業・任意事業費,01,包括的支援事業費,10,需用費,1262,785,396,"10 需用費 | 1,262",matched,
2026_long_term_care_insurance_expenditure_49_02_01_setsu_11_01,2026,long_term_care_insurance,介護保険事業会計,expenditure,49,地域支援事業費,02,包括支援事業・任意事業費,01,包括的支援事業費,11,役務費,550,785,396,11 役務費 | 550,matched,
2026_long_term_care_insurance_expenditure_49_02_01_setsu_12_01,2026,long_term_care_insurance,介護保険事業会計,expenditure,49,地域支援事業費,02,包括支援事業・任意事業費,01,包括的支援事業費,12,委託料,166003,785,396,"12 委託料 | 166,003",matched,
2026_long_term_care_insurance_expenditure_49_02_01_setsu_18_01,2026,long_term_care_insurance,介護保険事業会計,expenditure,49,地域支援事業費,02,包括支援事業・任意事業費,01,包括的支援事業費,18,負担金補助及交付金,450,785,396,"18 負担金補助
及交付金 | 450",matched,
2026_long_term_care_insurance_expenditure_49_02_02_setsu_07_01,2026,long_term_care_insurance,介護保険事業会計,expenditure,49,地域支援事業費,02,包括支援事業・任意事業費,02,任意事業費,07,報償費,3567,785,396,"07 報償費 | 3,567",matched,
2026_long_term_care_insurance_expenditure_49_02_02_setsu_10_01,2026,long_term_care_insurance,介護保険事業会計,expenditure,49,地域支援事業費,02,包括支援事業・任意事業費,02,任意事業費,10,需用費,572,785,396,10 需用費 | 572,matched,
2026_long_term_care_insurance_expenditure_49_02_02_setsu_11_01,2026,long_term_care_insurance,介護保険事業会計,expenditure,49,地域支援事業費,02,包括支援事業・任意事業費,02,任意事業費,11,役務費,43,785,396,11 役務費 | 43,matched,
2026_long_term_care_insurance_expenditure_49_02_02_setsu_12_01,2026,long_term_care_insurance,介護保険事業会計,expenditure,49,地域支援事業費,02,包括支援事業・任意事業費,02,任意事業費,12,委託料,241831,785,396,"12 委託料 | 241,831",matched,
2026_long_term_care_insurance_expenditure_49_02_02_setsu_18_01,2026,long_term_care_insurance,介護保険事業会計,expenditure,49,地域支援事業費,02,包括支援事業・任意事業費,02,任意事業費,18,負担金補助及交付金,24363,785,396,"18 負担金補助
及交付金 | 24,363",matched,
2026_long_term_care_insurance_expenditure_49_02_02_setsu_19_01,2026,long_term_care_insurance,介護保険事業会計,expenditure,49,地域支援事業費,02,包括支援事業・任意事業費,02,任意事業費,19,扶助費,19770,785,396,"19 扶助費 | 19,770",matched,
